Identifier,Collection Name,Title#1,Creator#1,CreatorLink#1,Creator#2,CreatorLink#2,Subject#1,SubjectLink#1,Subject#2,SubjectLink#2$2,SubjectLink#2$1,Subject#3,SubjectLink#3,Description#1,Contributor#1,ContributorLink#1,Contributor#10,ContributorLink#10,Contributor#11,ContributorLink#11,Contributor#12,ContributorLink#12,Contributor#13,ContributorLink#13,Contributor#14,ContributorLink#14,Contributor#15,ContributorLink#15,Contributor#16,ContributorLink#16,Contributor#17,Contributor#18,ContributorLink#18,Contributor#19,ContributorLink#19,Contributor#2,ContributorLink#2,Contributor#20,ContributorLink#20,Contributor#21,ContributorLink#21,Contributor#22,ContributorLink#22,Contributor#23,ContributorLink#23,Contributor#24,ContributorLink#24,Contributor#25,ContributorLink#25,Contributor#26,ContributorLink#26,Contributor#27,ContributorLink#27,Contributor#28,ContributorLink#28,Contributor#29,ContributorLink#29,Contributor#3,ContributorLink#3,Contributor#30,ContributorLink#30,Contributor#31,Contributor#32,Contributor#33,ContributorLink#33,Contributor#34,ContributorLink#34,Contributor#35,Contributor#36,Contributor#37,ContributorLink#37,Contributor#38,ContributorLink#38,Contributor#39,ContributorLink#39,Contributor#4,ContributorLink#4,Contributor#40,Contributor#41,Contributor#42,Contributor#43,Contributor#44,ContributorLink#44,Contributor#45,Contributor#46,ContributorLink#46,Contributor#5,Contributor#47,Contributor#48,Contributor#49,ContributorLink#5,Contributor#6,Contributor#50,ContributorLink#6,Contributor#7,Contributor#8,ContributorLink#8,Contributor#9,ContributorLink#9,Date#1,Type#1,TypeLink#1,Format#1,FormatLink#1,Language#1,LanguageLink#1,Relation#1,RelationLink#1,RelationLink#2,Coverage#1,CoverageLink#1,Rights#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
COU:2436:01:002:015,Colorado Shakespeare Festival Collection,"The University of Colorado Theatre, scholarships in acting, August 6-21, 1966","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Text,http://purl.org/dc/dcmitype/Text,fliers (printed matter),http://vocab.getty.edu/aat/300224742,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50569,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",39,4622,narv_shakespeareFest_1966Program_c.pdf
COU:2436:01:002:016,Colorado Shakespeare Festival Collection,The tenth annual Colorado Shakespeare Festival 1967 souvenir program … [with the] 20th annual Creative Arts Program,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This souvenir program from the Tenth Annual Colorado Shakespeare Festival features the plays A Midsummer Night's Dream, Titus Andronicus, and Henry VI (part 1) by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Cobin, Martin, 1920-",http://id.loc.gov/authorities/names/no2010056494,"Weiser, Ricky",,"Antoszewski, Eugene J.",,"Kraft, Barry",http://id.loc.gov/authorities/names/n98098582,"Bayer, Gary",,"Bernstein, Bradley",,"Booth, Ken Jon",,"Everding, Robert G.",,"Edmondson, James M.","Eickelberg, Karen",,"Galman, Peter",,"Morgan, Cecily",,"Gorman, Jo Firestone",,"Groening, Karen",,"Ingenthron, Karen",,"Lemley, Ned",,"Jackson, Steve",,"Janover, Michael, 1946-",http://id.loc.gov/authorities/names/no2011020568,"Sandoe, James",,"Lopez-Morillas, Julian",http://id.loc.gov/authorities/names/no99083307,"Lynch, Tom (Thomas W.), 1956-",http://id.loc.gov/authorities/names/n2010008345,"Marshall, Peter",,"Rae, Lynda",,"Masters, D.",,"Metaxas, Jason",,,,,,,,,,,,,,"Elliott, Denney",,,,,,,,,,,"Rayher, Phillip B.",,,,,"Redmond, Thomas Kirk",,,"Taylor, Colin","Benedetti, Robert L.",http://id.loc.gov/authorities/names/n80098378,"Uttal, Bro",,1967,Text,http://purl.org/dc/dcmitype/Text,souvenir programs,http://vocab.getty.edu/aat/300253341,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50570,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",7,4622,narv_shakespeareFest_1967Program.pdf
COU:2436:01:002:017,Colorado Shakespeare Festival Collection,The eleventh annual Colorado Shakespeare Festival 1968 souvenir program … [with the] 21st annual Creative Arts Program,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This souvenir program from the Eleventh Annual Colorado Shakespeare Festival features the plays Macbeth, Two Gentlemen of Verona, and Henry VI (part 2) by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Nadeau, Albert H.",,"Zareff, Stan",,"Adamson, David",,"Lynch, Tom (Thomas W.), 1956-",http://id.loc.gov/authorities/names/n2010008345,"Edmondson, James M.",,"Flaten, Cloyce Morrow",,"Flaten, David N.",,"Grant, Denene von Glan",,"Foster, Patricia","Gardner, Marcia",,"Grantham, Kenneth",,"Redmond, Thomas Kirk",,"Ingenthron, Karen",,"Klein, Kenneth Carl",,"Lange, Ted, 1948-",http://id.loc.gov/authorities/names/nr98027695,"McLaughlin, William",,"Leffingwell, Josephine",,"Lopez-Morillas, Julian",http://id.loc.gov/authorities/names/no99083307,"Herstadt, Theodore",,"Marshall, John",,"O'Connell, John",,"Potter, Andrew",,"Ritterson, Jay",,"Du Rand, LeClanche",,"Redmond, Ralph",,,,,,,,,,,,,,"Gardner, Robert M.",,,,,,,,,,,"Schenk, Ernest",,,,,"Schwartz, Ronald",,,"Spano, Joseph","Reynolds, Edgar",http://id.loc.gov/authorities/names/n2009039284,"Urquhart, Deems C.",,1968,Text,http://purl.org/dc/dcmitype/Text,souvenir programs,http://vocab.getty.edu/aat/300253341,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50571,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",8,4622,narv_shakespeareFest_1968Program.pdf
COU:2436:01:002:018,Colorado Shakespeare Festival Collection,The twelfth annual Colorado Shakespeare Festival 1969 souvenir program … [with the] 22nd annual Creative Arts Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This souvenir program from the Twelfth Annual Colorado Shakespeare Festival features the plays Romeo and Juliet, The Taming of the Shrew, and Henry VI (part 3) by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Cobin, Martin, 1920-",http://id.loc.gov/authorities/names/no2010056494,"Dyde, Farrell",,"Edmondson, James",,"Longtin, Russell",,"Francisco, Richard",,"Grant, Denene von Glan",,"Grindstaff, Stanley",,"Heckman, Hugh M.",,"Huddleston, William","Lippert, Lawrence",,"Lipscomb, Dennis, 1942-",http://id.loc.gov/authorities/names/no2011035329,"Winn, Cal",,"Lopez-Morillas, Julian",http://id.loc.gov/authorities/names/no99083307,"Benedetti, Robert L.",http://id.loc.gov/authorities/names/n80098378,"McLarty, Ronald",,"Pedigo, Michael",,"Reese, Jeffrey",,"Ruiz, Nedra",,"Webster, Peter Michael",,,,,,,,"Wolberg, Robert",,,,,,,,,,,,,,,,,,"Flaten, Cloyce Morrow",,,,,,,,,,,"Addison, Michael",,,,,"Bouvier, David G.",,,"Canada, James","Douglas, Randi",,"Draudt, Avril",,1969,Text,http://purl.org/dc/dcmitype/Text,souvenir programs,http://vocab.getty.edu/aat/300253341,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50572,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",9,4622,narv_shakespeareFest_1969Program.pdf
COU:2436:01:002:019,Colorado Shakespeare Festival Collection,The thirteenth annual Colorado Shakespeare Festival 1970 souvenir program … [with the] 23rd annual Creative Arts Program,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This souvenir program from the Thirteenth Annual Colorado Shakespeare Festival features the plays Othello, Richard III, and All's Well that Ends Well by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Nadeau, Albert H.",,"Woods, Leigh",,"Wright, David",,"Hurley, Kathleen P.",,"Barton, Robert",,"Bouvier, David Gerald",,"Brogger, Ivar, 1947-",http://id.loc.gov/authorities/names/no2016044076,"Foss, Jonathan",,"Cass, William M.","Courtney, Michael",,"Du Rand, LeClanche",,"Porter, Scott",http://id.loc.gov/authorities/names/no2010091065,"Francisco, Richard",,"Franklin, Carl Mikal",,"Grantham, Kenneth",,"Kissack, Anne Christiane",,"Hibbert, Sydney",,"Hoffman, Henry",,"Hoyt, Gregory",,"Reynolds, Edgar",http://id.loc.gov/authorities/names/n2009039284,"McDonald, Heather, 1959-",http://id.loc.gov/authorities/names/n2007040529,"Marion, Richard",,"Renner, Michael",,"Nause, Allen",,"Pedigo, Michael","Porter, Mary Ed",,,,,,,,,,,,,"Edmondson, James",,,,,,,,,,,"Richter, George Jr.",,,,,"von Glan, Denene",,,"Weiser, Ricky","Sandoe, James",,"Winn, Cal",,1970,Text,http://purl.org/dc/dcmitype/Text,souvenir programs,http://vocab.getty.edu/aat/300253341,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50573,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",10,4622,narv_shakespeareFest_1970Program.pdf
COU:2436:01:002:020,Colorado Shakespeare Festival Collection,The 1971 Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 1971 annual Colorado Shakespeare Festival features the plays Love's Labour's Lost, King Lear, and Henry VIII by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Reynolds, Edgar",http://id.loc.gov/authorities/names/n2009039284,"WInn, Cal",,"Adamson, David",,"Kaikkonen, Gus",http://id.loc.gov/authorities/names/n85078668,"Albertson, Sarah",,"Barron, Holly",,"Barton, Robert, 1945-",http://id.loc.gov/authorities/names/n84030571,"Craig, James A.",,"Boyd, Gregory","Buchanan, Robert R.",,"Fair, Cheryl K.",,"Peters, William",,"Hibbert, Sydney",,"Higgins, Judith",,"Hirschboeck, Robert",,"Marx, Judith",,"Hoffman, Henry",,"Johnson, Robin",,"Benedetti, Robert L.",http://id.loc.gov/authorities/names/n80098378,"McDonald, Durward",,"McEowen, Michael",,"Nause, Allen",,"Porter, Mary Ed",,"Odell, Kent",,"Oertel, Paul",,,,,,,,,,,,,,"Cave, James",,,,,,,,,,,"Porter, Scott",,,,http://id.loc.gov/authorities/names/no2010091065,"Schile, John Jr.",,,"Tolman, Vance","Edmondson, James",,"Wilcox, Charles",,1971,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50574,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",11,4622,narv_shakespeareFest_1971Program.pdf
COU:2436:01:002:021,Colorado Shakespeare Festival Collection,The 1972 Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,"Jonson, Ben, 1573?-1637",http://id.loc.gov/authorities/names/n80044918,"This theater program from the 1972 annual Colorado Shakespeare Festival features the plays Antony and Cleopatra and The Winter's Tale by William Shakespeare, and Volpone by Ben Jonson. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Nadeau, Albert H.",,"Engene, Debbie",,"Farley, Peter",,"Oertel, Paul",,"Heneman, Margaret",,"Hornbacher, Jay Paul",,"Kallus, Robert",,"Kern, Daniel",,"Leberer, Michael","Lundby, Albert",,"McCloskey, Kate",,"Wilcox, Charles",,"Moone, Horace",,"Porter, Mary Ed",,"Rossi, Alfred",,"Porter, Scott",http://id.loc.gov/authorities/names/no2010091065,"Ryan, Patricia",,"Sampson, Ed",,"Tezla, Michael",http://id.loc.gov/authorities/names/no2013122479,"Tobinski, John R.",,,,,,"Winn, Cal",,,,,,,,,,,,,,,,,,"Hoffman, Henry",,,,,,,,,,,"Woods, Ron",,,,,"Reynolds, Edgar",,http://id.loc.gov/authorities/names/n2009039284,"Cohen, Jeffrey","Corcoran, Daniel",,"Du Rand, LeClanche",,1972,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50575,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",12,4622,narv_shakespeareFest_1972Program.pdf
COU:2436:01:002:022,Colorado Shakespeare Festival Collection,The 1973 Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 1973 annual Colorado Shakespeare Festival features the plays Twelfth Night, Hamlet, and Pericles by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Yang, Daniel Shih-pÊ»eng",http://id.loc.gov/authorities/names/n97867624,"Donadio, James A.",,"Frick, Marcy",,"Moone, Horace",,"Frumess, Greg",,"Kaikkonen, Gus",http://id.loc.gov/authorities/names/n85078668,"Kallus, Robert",,"Kelly, Deidre",,"Linowitz, Arthur","Maza, Bruce A.",,"McLaughlin, William",,"Sandoe, Anne",,"Mittelman, Benjamin",,"Moore, J. Wolfson",,"Wickstrom, Gordon",,"Rabold, Rex",,"Ryan, Patricia L.",,"Sabrey-Saperstein, Sheila, 1940-",http://id.loc.gov/authorities/names/no96058871,"Sadler, William T.",,"Sampson, Ed",,,,,,"Springer, S. Anne",,,,,,,,,,,,,,,,,,"Johnson, Dean, 1949-",http://id.loc.gov/authorities/names/no2007131773,,,,,,,,,,"Steis, Bill",,,,,"Sandoe, James",,,"Baccus, Paul","Barton, Robert, 1945",http://id.loc.gov/authorities/names/n84030571,"Beirne, Michael",,1973,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50576,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",13,4622,narv_shakespeareFest_1973Program.pdf
COU:2436:01:002:023,Colorado Shakespeare Festival Collection,The 1974 Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 1974 annual Colorado Shakespeare Festival features the plays Macbeth, A Midsummer Night's Dream, and Timon of Athens by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Cobin, Martin, 1920-",http://id.loc.gov/authorities/names/no2010056494,"O'Sruitheain, Liam Mykael",,"Parker, John",,"Giffin, Peter David",,"Paslawsky, Greg",,"Poust, J. Carter",,"Price, Rod",,"Compiano, Mary",,"Rabold, Rex","Raskin, Steve",,"Sampson, Ed",,"Kallus, Robert",,"Schattinger, Fredye Jo",,"Barton, Robert, 1945-",http://id.loc.gov/authorities/names/n84030571,"Schattinger, George",,"Gussenhoven, Paul D.",,"Shuchter, J. D.",,"Stolley, Pati",,"Trump, Jacqueline",,"Woods, Ron",,"Dawson, John",,"Bass, Harriet",,"Klopp, Mary Beth",,"Bell, Richard O.",http://id.loc.gov/authorities/names/n79149146,"Bowles, Warren","Boyette, Patricia","Carman, Whit",,"Baruch, Robert",,"Dodd, Terry","Ferwerda, J. W. Ross","Furtney, David",,"Furtney, Seth",,"Georgianna, Frank",,"Casserly, Claudia",,"Hall, Kenton","Hauser, Cindy R.","Holloman, Duncan","Hunt, James","Jones, Marilyn, 1956-",http://id.loc.gov/authorities/names/n93095698,,,,"Lauter, Wendy",,,,,"McConnell, Mark",,,"Moburg, Diane","Weiser, Ricky",,"Nause, Allen",,1974,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50577,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",14,4622,narv_shakespeareFest_1974Program.pdf
COU:2436:01:002:024,Colorado Shakespeare Festival Collection,The 1975 Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 1975 annual Colorado Shakespeare Festival features the plays Cymbeline, As You Like It, and Romeo and Juliet by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters. The program also includes Festival Notes, 1958-1975, a comparison between the CSF of 1958 and 1975, and a listing of plays and directors from 1958 to 1975.","Crouch, J. H.",,"Rolen, Richard",,"Rovetch, Jennifer J.",,"Hall, Sands",http://id.loc.gov/authorities/names/no00094634,"Sampson, Ed",,"Steckler, Theodore",,"Walker, David Arthur",,"Ericson, Richard",,"Weiser, Ricky","Wells, David",,"Woods, Ron",,"Nickerson, Ruth",,"Vaughn, Art",,"Amendola, Tony",http://id.loc.gov/authorities/names/no2008126611,"Zukerman, Robert",,"Hirschboeck, Robert",,"Barton, Robert, 1945",http://id.loc.gov/authorities/names/n84030571,"Blake, Marian",,"Cass, Lousie H.",,"De Santis, Patrick",,"Foxman, J. Rachel",,"Donadio, James",,"O'Conner, Paul V.",,"Giffin, Peter David",,"Glicker, David Mark","Graff, Jess","Hall, Kent",,"Wickstrom, Gordon M.",,"Hall, Paula Preston","Jones, Donald R.","Jones, Marilyn, 1956-",http://id.loc.gov/authorities/names/n93095698,"Kallus, Robert",,"Knaub, Mandy",,"Edmondson, James",,"MacCameron, Barbara L.",,,,,,,,,"Payne, Tonia L.",,,,,"Rabold, Rex",,,"Rahal, Carl A.","Yang, Daniel Shih-pÊ»eng",http://id.loc.gov/authorities/names/n97867624,"Riehle, Richard, 1948-",http://id.loc.gov/authorities/names/no2003109458,1975,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50578,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",15,4622,narv_shakespeareFest_1975Program.pdf
COU:2436:01:002:025,Colorado Shakespeare Festival Collection,The 19th annual Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 19th Annual Colorado Shakespeare Festival features the plays The Comedy of Errors, The Tempest, and King John by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Benedetti, Robert L.",http://id.loc.gov/authorities/names/n80098378,"Williams, Denis R.",,"Williams, Thomas D.",,"Miller, David K.",,"Yarian, Stephan",,"Amendola, Tony",http://id.loc.gov/authorities/names/no2008126611,"Browne, Peggy",,"Gardner, Craig",,"Davis, Priscilla","Dumas, Mark M.",,"Eiche, Jeff",,"Schechtman, Ivan",,"Ferwerda, Craig",,"Giffin, Peter D.",,"Grubb, Shirley",,"O'Brien, Kevin Patrick",,"Holzberg, Roger",http://id.loc.gov/authorities/names/nr00014188,"MacCameron, Barbara L.",,"Macy, Cynthia Noel",,"McAfee, Joan Keogh",,"Potts, Lee",,"O'Brien, Laurie",,"Smith, Steve",,"Olson, Mary",,"Rahal, Carl A","Rorke, Richard","Sampson, Ed",,,,,,,,,,,,"Fitzsimmons, Brian",,,,,,,,,,,"Styles, Lynda B.",,,,,"Toth, John W.",,,"Walker, David Arthur","Weiser, Ricky",,"Wilcox, Charles",,1976,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50579,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",16,4622,narv_shakespeareFest_1976Program.pdf
